Delta fr 0°	Delta fr err 0°	Delta n_s 0°	Delta n_s 0° err	Delta fr 45°	Delta fr err 45°	Delta n_s 45°	Delta n_s 45° err	Delta fr 90°	Delta fr err 90°	Delta n_s 90°	Delta n_s 90° err	Delta fr 135°	Delta fr err 135°	Delta n_s 135°	Delta n_s 135° err	fields 0°	fields 45°	fields 90°	fields 135°			
-0.00261090737707182	1.8765682915244E-5	-0.00816444346333557	5.84344680306336E-5	-0.00105069971818889	3.90715893252755E-5	-0.00329342258350257	1.22265125304041E-4	-0.00285169162728687	2.44502135943192E-5	-0.00891372198878193	7.60724145446832E-5	-0.00506964505146339	2.22195064271213E-5	-0.0150752333336791	6.56370200211816E-5	0.06	0.06	0.06	0.06			
-0.00298871450620921	2.01402155539494E-5	-0.00934009706852937	6.26371646870162E-5	-0.00112112835850092	3.65082843234253E-5	-0.00351377618155324	1.1421872866588E-4	-0.00331072260386612	3.3529397602665E-5	-0.0103407880547339	1.04162704965752E-4	-0.00614812420735747	9.17130502385826E-5	-0.0182529415924866	2.69814910557458E-4	0.065	0.065	0.065	0.065			
-0.00359848602859372	2.77575412996031E-5	-0.0112345131029706	8.61536275408088E-5	-0.0012053293102559	4.36078896909872E-5	-0.00377715319091348	1.36390774311361E-4	-0.00412797099645621	5.06099434871429E-5	-0.0128762125001124	1.56804435565661E-4	-0.00783994589423041	4.41182557487668E-5	-0.0232173584149549	1.29182039079289E-4	0.07	0.07	0.07	0.07			
-0.00429723200889562	2.04232196285763E-5	-0.0134007168459026	6.32479352696918E-5	-0.00137044235341542	4.60348883165647E-5	-0.00429340899030793	1.43903900514952E-4	-0.00442251639689472	1.55783335273919E-5	-0.0137883500799849	4.82262681671809E-5	-0.00856399002418064	4.55592426814577E-5	-0.0253343545653927	1.33116103448389E-4	0.075	0.075	0.075	0.075			
-0.00422891535513794	1.98296345781452E-5	-0.0131891442279249	6.14236149111164E-5	-0.00146407996085959	4.48841762147651E-5	-0.00458605989852349	1.40264563448715E-4	-0.00456083291855372	2.64631048004837E-5	-0.0142163812073623	8.18779018170691E-5	-0.00900736952681334	4.15603597358432E-5	-0.0266284857238212	1.21284606900278E-4	0.08	0.08	0.08	0.08			
-0.00456809765985627	3.02894704475685E-5	-0.0142391074693584	9.3715277005419E-5	-0.0014807208321545	4.67437061681658E-5	-0.00463805916537807	1.46067205431529E-4	-0.00508651128856224	3.53106868045807E-5	-0.0158413724011489	1.09063350091924E-4	-0.00988807181347494	3.93972979715504E-5	-0.0291940282204656	1.14684505792746E-4	0.085	0.085	0.085	0.085			
-0.00484112974389096	5.87324479178927E-5	-0.0150834540398995	1.81550246214828E-4	-0.00151630779596006	5.29680856209705E-5	-0.00474925152949763	1.65496628936113E-4	-0.00539053117603583	3.96904873768957E-5	-0.0167798961008606	1.22469033529303E-4	-0.0103157642126544	4.76954337746412E-5	-0.0304375099814179	1.38640806913174E-4	0.09	0.09	0.09	0.09			
-0.00513605564106017	8.05382355760987E-5	-0.0159946622722375	2.48714345649906E-4	-0.00161206209708177	5.30628135660499E-5	-0.00504837393710822	1.65741003094165E-4	-0.00583094861657014	4.23499724046378E-5	-0.0181378367975666	1.30487523166536E-4	-0.0103498572670687	3.39119645385806E-5	-0.0305365650458435	9.86056888454297E-5	0.095	0.095	0.095	0.095			
-0.00591219347212051	3.84230868609974E-5	-0.0183884483734256	1.18359722983747E-4	-0.0017487341251445	4.92261096075859E-5	-0.00547515494070394	1.53689911871683E-4	-0.0059307089560014	7.63087002528685E-5	-0.01844515757348	2.35039582586881E-4	-0.0106416993025642	3.16210470551939E-5	-0.0313840831725998	9.18788006641427E-5	0.1	0.1	0.1	0.1			
-0.00584241325741008	7.47153015919207E-5	-0.0181734779296799	2.30202054907417E-4	-0.00184239987445558	5.5218095698097E-5	-0.00576753149226665	1.7234338842381E-4	-0.0067683391314407	3.57760985440001E-5	-0.0210216178984865	1.09898071207422E-4	-0.0106537091537017	2.77132036446623E-5	-0.0314189444542111	8.05451329565178E-5	0.105	0.105	0.105	0.105			
-0.00670090484815535	3.44087404306708E-5	-0.0208148207287595	1.05723353626101E-4	-0.00181977560675659	5.40859339949939E-5	-0.00569691831248224	1.68822460559213E-4	-0.0069835951116805	3.36968731843875E-5	-0.021682588128699	1.03439265592002E-4	-0.0107455964292321	2.76921178310454E-5	-0.0316856268153494	8.04629763079644E-5	0.11	0.11	0.11	0.11			
-0.00708922647888784	3.35828578278619E-5	-0.0220071568556816	1.03055983096992E-4	-0.00200992577047269	5.0568816065686E-5	-0.00629023819466072	1.57747804449256E-4	-0.00730393217176198	3.27999812980257E-5	-0.0226653661369259	1.00581704861095E-4	-0.0108134996285647	2.69090199437959E-5	-0.0318826541163965	7.81784709309463E-5	0.115	0.115	0.115	0.115			
-0.00697750361225471	5.85070755224712E-5	-0.021664267742663	1.79600019137573E-4	-0.00211385664814623	5.33807821520048E-5	-0.00661437461504693	1.66462521165022E-4	-0.00750217179601427	4.92256901960883E-5	-0.0232730425575181	1.50849689264451E-4	-0.0106308386713955	2.62891484858445E-5	-0.0313525566916274	7.64220760212078E-5	0.12	0.12	0.12	0.12			
-0.00753179780379075	3.08739948650449E-5	-0.0233642302846823	9.46082495787872E-5	-0.00214634833202215	4.90436148176869E-5	-0.00671568606543323	1.52922832200023E-4	-0.00756713177601828	3.15891643349274E-5	-0.0234720832699384	9.67864367002588E-5	-0.0104924959199587	2.88134124469153E-5	-0.0309508835482402	8.37732829360641E-5	0.125	0.125	0.125	0.125			
-0.00761465167231528	2.48926166520017E-5	-0.0236180712619217	7.62615556914337E-5	-0.00225009955266897	4.8713669708591E-5	-0.00703911788640641	1.51843066796765E-4	-0.00771089667382913	2.65441967756668E-5	-0.0239124368333111	8.12932589462188E-5	-0.0106075830594149	2.51751358951267E-5	-0.0312850463752121	7.3197820479107E-5	0.13	0.13	0.13	0.13			
-0.00756889021723415	3.06894492684131E-5	-0.0234778794749121	9.40315024154193E-5	-0.00232919049476647	5.15608111844453E-5	-0.00728560056328094	1.60675386287831E-4	-0.00769170961883208	2.57670564451392E-5	-0.0238536785617355	7.89185439522978E-5	-0.0105584055940017	2.96867626717429E-5	-0.0311422704137827	8.62904144198556E-5	0.135	0.135	0.135	0.135			
-0.00767670911489008	2.49444216020159E-5	-0.0238081530411359	7.64048773265049E-5	-0.0024248098329457	4.98193089043337E-5	-0.00758350796938298	1.5520099217152E-4	-0.00767032728071522	3.82876142866753E-5	-0.023788193155229	1.17268349674304E-4	-0.0107302906365797	2.89124245255445E-5	-0.0316412101962296	8.40034601334877E-5	0.14	0.14	0.14	0.14			
-0.00767342006387528	2.26257263720483E-5	-0.0237980796492933	6.93049825959319E-5	-0.00249918727372279	5.38939123497722E-5	-0.00781517064564265	1.67852336330034E-4	-0.00782304139133908	2.38167039708509E-5	-0.0242557945375154	7.29152028297349E-5	-0.0107357871735196	2.61811101314012E-5	-0.0316571610939678	7.60862982327496E-5	0.145	0.145	0.145	0.145			
-0.00761912774388968	6.31447687498297E-5	-0.0236317827406507	1.93432050642903E-4	-0.00257125439920331	4.86143597379945E-5	-0.00803958366377148	1.51375880677707E-4	-0.00776687194560904	2.30343566363289E-5	-0.0240838340788263	7.05333889724302E-5	-0.0106979822238824	2.91181055508638E-5	-0.0315474462427878	8.46074536333195E-5	0.15	0.15	0.15	0.15			
-0.00770401821966336	3.6260653312733E-5	-0.0238917886027986	1.11050663157625E-4	-0.00265017964380782	5.09672222706671E-5	-0.00828529181941287	1.58660557790534E-4	-0.00778619370299505	2.22954155330454E-5	-0.0241429903911475	6.82669489112074E-5	-0.0107814096430306	2.72083986943493E-5	-0.0332630010571593	8.25281031898614E-5	0.155	0.155	0.155	0.155			
-0.00771268767702711	2.05169270417561E-5	-0.0239183377164378	6.2839236664945E-5	-0.00274293763650248	5.0570007179202E-5	-0.00857398271407409	1.57376860120272E-4	-0.00782696569059129	2.30999319139845E-5	-0.0242678074455157	7.07203847877255E-5	-0.0108210548020573	2.55893778395937E-5	-0.0333831753905904	7.76133447490073E-5	0.16	0.16	0.16	0.16			
-0.00778891835070687	1.9985112881922E-5	-0.0241517522689366	6.11958297338852E-5	-0.00286715477547159	4.88263251862021E-5	-0.00896044688638914	1.51890082046603E-4	-0.00794437805198536	2.12758851467289E-5	-0.0246271545985496	6.51127044081326E-5	-0.0107253340348702	2.72816981685566E-5	-0.0330929955967209	8.27649692724486E-5	0.165	0.165	0.165	0.165			
-0.0078100407466771	1.95920913456976E-5	-0.0242164177659416	5.99886742044842E-5	-0.00287926008662445	4.86547665304364E-5	-0.00899810052100989	1.51350545462358E-4	-0.00787803460584299	2.02603421622699E-5	-0.0244241235944255	6.20189209113894E-5	-0.0106948100851623	2.68194188696854E-5	-0.0330004425934568	8.13720629438999E-5	0.17	0.17	0.17	0.17			
-0.0077474383161253	4.07119742001589E-5	-0.0240247496296954	1.24664291701179E-4	-0.00303692735302	4.36978073937502E-5	-0.00948838934486407	1.35864369068748E-4	-0.00791388266354036	6.66299806362748E-5	-0.0245338349270372	2.03909001840222E-4	-0.0105723964117954	2.5725542631341E-5	-0.0326291747850576	7.80875378005934E-5	0.175	0.175	0.175	0.175			
-0.00784643383064619	1.89610358417025E-5	-0.0243278235389336	5.80503052597953E-5	-0.00309761750920541	4.17608814031875E-5	-0.0096770466998642	1.29818018899089E-4	-0.00804635081627519	2.01753537172324E-5	-0.0249391367359786	6.1725263613307E-5	-0.0105462567447482	2.85883163609902E-5	-0.0325498768440349	8.67740680694873E-5	0.18	0.18	0.18	0.18			
-0.00782004941913897	2.00244588672496E-5	-0.0242470574257892	6.13101043873555E-5	-0.00324140591087407	4.06126207275021E-5	-0.0101238683935042	1.26190859827154E-4	-0.00815102970940051	2.52540309293602E-5	-0.0252592906503799	7.72325967148671E-5	-0.0103272657872682	2.65154735766097E-5	-0.0318852765799111	8.05451876313912E-5	0.185	0.185	0.185	0.185			
-0.0079729790835361	1.84400549967585E-5	-0.0247150987318157	5.64328370820591E-5	-0.00337312458175923	4.50060538163632E-5	-0.0105329992762513	1.39779018077817E-4	-0.00818503980800592	1.88441978010057E-5	-0.025363284993056	5.76281944643413E-5	-0.0103566749463115	2.78396912267476E-5	-0.0319745557846519	8.45552348230201E-5	0.19	0.19	0.19	0.19			
-0.00794032957205916	1.74748637481451E-5	-0.0246151944211749	5.34858430871839E-5	-0.00346680140858123	4.61539921759042E-5	-0.0108238614189392	1.43300032738324E-4	-0.0082012940228569	1.9008701642597E-5	-0.0254129822422674	5.81280369458668E-5	-0.0102936256314596	2.90670737910409E-5	-0.0317831426433532	8.82970002230535E-5	0.195	0.195	0.195	0.195			
-0.0079074354526616	1.89997702798673E-5	-0.024514530911419	5.81573966640755E-5	-0.00356553489405277	4.20800604015837E-5	-0.0111303279269856	1.30612516160845E-4	-0.00812151332728752	1.87538251273822E-5	-0.0251690276480734	5.73636835473687E-5	-0.0105625494905754	3.38734872126563E-5	-0.0325993037094407	1.02795713257892E-4	0.2	0.2	0.2	0.2			
-0.00798400997087367	1.73343240053688E-5	-0.0247488497716714	5.30484077096676E-5	-0.00368720762910854	4.43877995948054E-5	-0.0115078614384995	1.37719437816962E-4	-0.00822998139238883	3.00068266186613E-5	-0.0255006874479346	9.17415366880148E-5	-0.0106076680665346	2.58987902489116E-5	-0.0327361651068543	7.8603932474061E-5	0.205	0.205	0.205	0.205			
-0.00809536406766297	1.79783989733665E-5	-0.0250894904687655	5.49988637057803E-5	-0.00376884962888588	4.21742370232225E-5	-0.0117611010815151	1.30818880702317E-4	-0.00826817265518655	5.20193254699412E-5	-0.0256174359920331	1.59014148318792E-4	-0.0106425942344306	2.50559711742948E-5	-0.0328420954103974	7.60407436426987E-5	0.21	0.21	0.21	0.21			
-0.00801221536262264	3.21356314655351E-5	-0.0248351438812007	9.8320512157802E-5	-0.00392369057286144	3.83195660007366E-5	-0.0122412060477602	1.18806620711529E-4	-0.00831788476762728	1.86496833091675E-5	-0.0257693814254784	5.70091177274069E-5	-0.0106882380436992	2.52269148609641E-5	-0.0329805140217871	7.65477320011478E-5	0.215	0.215	0.215	0.215			
-0.00800141251479626	1.72053666192223E-5	-0.0248020936127729	5.26509813553422E-5	-0.00405588919507142	3.77024990530072E-5	-0.0126509134635094	1.16844464049694E-4	-0.00832995316871289	1.96747087714676E-5	-0.0258062648791862	6.01389549799922E-5	-0.0106074371335635	2.6328474798233E-5	-0.0327354646523175	7.99064891950249E-5	0.22	0.22	0.22	0.22			
-0.00803254362395961	1.70394539364673E-5	-0.0248973330848998	5.21382646411986E-5	-0.00419929754123541	3.8059925702487E-5	-0.0130951619640802	1.17897335407645E-4	-0.00829289793295989	1.86664845346045E-5	-0.0256930120511994	5.70650575392523E-5	-0.0105567679827614	2.76712317219859E-5	-0.0325817648030991	8.39905071419974E-5	0.225	0.225	0.225	0.225			
-0.00800227651091069	1.70006369092494E-5	-0.0248047369680437	5.20246180777291E-5	-0.00436029716867685	3.59797111673503E-5	-0.0135936568237185	1.11398529987109E-4	-0.00842971194886471	1.62749580122788E-5	-0.0261110923375304	4.9735010034741E-5	-0.0107049676471966	2.46449870095423E-5	-0.0330312427975601	7.47803414957781E-5	0.23	0.23	0.23	0.23			
-0.00804896055423337	2.55912252243898E-5	-0.0249475535557647	7.82912024172495E-5	-0.00489184574328905	1.79547680840239E-5	-0.0152376052090115	5.55390524380754E-5	-0.00840929784655276	1.67915187067564E-5	-0.0260487221190188	5.13161681482195E-5	-0.0107099207321875	2.43371552657599E-5	-0.0330462613910749	7.38464318272387E-5	0.235	0.25	0.235	0.25			
-0.00807972688939711	1.57715528256506E-5	-0.0250416625850201	4.82532126584987E-5	-0.00616101994946542	2.30491868325657E-5	-0.0191513449729447	7.09857682765744E-5	-0.00841511185939344	1.6677885593482E-5	-0.0260664858122497	5.09681072973582E-5	-0.0106866581795044	2.41973694117567E-5	-0.0329757232953913	7.34283047669764E-5	0.24	0.275	0.24	0.275			
-0.0081714546427526	1.67227401486632E-5	-0.0253221864657071	5.11467323059869E-5	-0.00855250943493351	3.83887426238558E-5	-0.0264821676730597	1.17265474371073E-4	-0.00841828333592705	1.6714283363731E-5	-0.0260761755593332	5.10787648305134E-5	-0.0108129973549663	2.60491045123018E-5	-0.0333587525145682	7.90079349464865E-5	0.25	0.3	0.25	0.3			
-0.00826470265862434	2.77039577140346E-5	-0.0256072739493946	8.46941995125281E-5	-0.00857064375587141	4.33258780880334E-5	-0.0265375388569198	1.32327961116195E-4	-0.00859907149859189	4.62163871802104E-5	-0.0266283689106377	1.41124863216225E-4	-0.0108685785981073	2.98832339951481E-5	-0.0335272114988591	9.06072335699651E-5	0.27	0.3	0.27	0.325			
-0.00824595917244886	1.76658792897087E-5	-0.0255499763603812	5.40169915148907E-5	-0.00945087612832059	4.77300911873252E-5	-0.0292213179181576	1.4535946650772E-4	-0.00881539411449355	1.7819921026638E-5	-0.0272886715541492	5.43863608182428E-5	-0.0110147771109472	3.85837458002897E-5	-0.0339701740261035	1.16910177984724E-4	0.29	0.31	0.29	0.35			
-0.00839561596510261	1.62116736825442E-5	-0.0260073699236759	4.95486492169051E-5	-0.0101976918758394	2.93475391873918E-5	-0.0314923156928733	8.92065293086453E-5	-0.00899795094533157	1.74734891007159E-5	-0.0278455468288597	5.32981692873274E-5	-0.0110534212351883	4.17898804283003E-5	-0.0340872256732941	1.26603700909784E-4	0.31	0.32	0.31	0.375			
-0.00861847163156625	1.61300821415674E-5	-0.0266880679772246	4.92640798914148E-5	-0.0104754758549842	3.24409024603996E-5	-0.0323356293113315	9.85079863664188E-5	-0.00912755896771996	1.54292391915149E-5	-0.0282407056292501	4.70462445673327E-5	-0.0113628343231828	4.13746212708113E-5	-0.0350238988253844	1.25221675345819E-4	0.33	0.325	0.33	0.4			
-0.00865640367519225	1.55119982797125E-5	-0.0268038798576648	4.73716340433844E-5	-0.0106351269336434	3.28571048909554E-5	-0.0328199644614689	9.97194966826546E-5	-0.00945698633645324	1.44401012087418E-5	-0.0292443409517036	4.39855892400585E-5	-0.0114850925783782	4.33698424064303E-5	-0.035393747577586	1.31205596367508E-4	0.35	0.33	0.35	0.425			
-0.00882630698040697	1.5664770994524E-5	-0.0273224435816051	4.78117865465338E-5	-0.0108000870071433	2.70926866367306E-5	-0.0333201425134141	8.22078253439749E-5	-0.00959644014940206	1.62365394598058E-5	-0.0296688786310692	4.94317876484778E-5	-0.0115887223498826	5.57657654653075E-5	-0.0357071279300955	1.68634265107628E-4	0.37	0.34	0.37	0.45			
-0.00893695517336674	1.66328032698828E-5	-0.0276600003323049	5.07466090615323E-5	-0.0109043849588258	3.03022427708354E-5	-0.0336362481146116	9.18979779542694E-5	-0.00985708880537628	1.55450023717503E-5	-0.0304618536317649	4.72880574534943E-5	-0.0116940014379852	5.57430900263043E-5	-0.0360253882901768	1.68508524153898E-4	0.39	0.35	0.39	0.475			
-0.00902778393444473	2.74509296319931E-5	-0.0279370029105143	8.37137655927033E-5	-0.0109754453495143	4.61830477097593E-5	-0.0338515563715111	1.39964084506111E-4	-0.0100554087435357	1.95412588018245E-5	-0.0310647561996406	5.93996878864671E-5	-0.0118276753272843	3.38094527084458E-5	-0.036429330412845	1.02186536859138E-4	0.41	0.35	0.41	0.5			
-0.00916450646631079	2.4693872725805E-5	-0.0283538148032015	7.52744012507824E-5	-0.0108203104219474	2.98262409387903E-5	-0.0333814438617209	9.04808010709613E-5	-0.0103342727768953	1.59947313405255E-5	-0.0319118612828995	4.85807472076132E-5	-0.0120149088044856	6.34528626250558E-5	-0.0369948278577041	1.91609864481406E-4	0.43	0.36	0.43	0.525			
-0.00928455145162407	2.29414770309281E-5	-0.0287196310981157	6.99068467032894E-5	-0.0106889410267171	3.56794540685877E-5	-0.0329831643988276	1.08255658724331E-4	-0.0105889315180543	1.69286622680007E-5	-0.0326847693271116	5.13735451353642E-5	-0.0123360523514513	4.76409975759473E-5	-0.0379639741520163	1.43726987579019E-4	0.45	0.37	0.45	0.55			
-0.00953684098061849	1.48774422664247E-5	-0.0294879753862565	4.53067753726726E-5	-0.0105855570030005	5.99918355696582E-5	-0.0326696104577545	1.82016195297113E-4	-0.0107828028200469	2.28408715994728E-5	-0.0332727555268324	6.92629246309809E-5	-0.0126219597029017	5.1046021099216E-5	-0.0388259384422684	1.53853667558413E-4	0.47	0.375	0.47	0.575			
-0.00966824964070794	1.63285970484121E-5	-0.0298879295948783	4.97019989466122E-5	-0.0102659797365715	4.7329626241916E-5	-0.0316996985408745	1.43763593371327E-4	-0.0111515232344702	1.78574864807381E-5	-0.0343900175558758	5.40927157097699E-5	-0.012775439465292	5.66253877249151E-5	-0.0392883265688344	1.70579579956224E-4	0.49	0.38	0.49	0.6			
-0.00985445929198884	1.85932455866901E-5	-0.0304543837070036	5.65574415920902E-5	-0.00995100909633453	3.56360003180717E-5	-0.0307427842461386	1.08378667882683E-4	-0.0114043001639152	2.51722289783576E-5	-0.0351551880327449	7.61774486719694E-5	0	0	0	0	0.51	0.39	0.51	0	
-0.0100433869860109	1.71701267102216E-5	-0.0310287566373227	5.21989822371279E-5	-0.00955430613581908	3.5143163133093E-5	-0.0295361672257346	1.07016716698689E-4	-0.0117661867901942	3.43633411071842E-5	-0.0362495505614055	1.03863712159494E-4	0	0	0	0	0.53	0.4	0.53	0			
-0.0102293726243073	1.64134465674692E-5	-0.0315938416079572	4.9870129545373E-5	-0.00979296967495074	4.62049987115581E-5	-0.0302622754310362	1.40562988982848E-4	-0.0120397835042573	3.41457576665014E-5	-0.0370760697846641	1.031150279363E-4	0	0	0	0	0.55	0.4	0.55	0			
0	0	0	0	0	-0.00902407247071851	3.37115546845538E-5	-0.0279209750177887	1.02835468264198E-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0			
0	0	0	0	0	-0.00894828940635871	2.86700504319245E-5	-0.0276898983841978	8.74955785780147E-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425	0	0			
0	0	0	0	0	-0.00866190462658349	2.92976454157677E-5	-0.0268161445507509	8.94892584214444E-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0			
0	0	0	0	0	-0.00892461331748669	3.05717388961768E-5	-0.027617693940291	9.32978943586568E-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475	0	0			
0	0	0	0	0	-0.00941161862325257	3.33905564400848E-5	-0.0291017872394	1.01731684694913E-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0			
0	0	0	0	0	-0.0101123997477326	2.74262792899388E-5	-0.0312332282490332	8.33986465716747E-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.525	0	0			
0	0	0	0	0	-0.0108321914049095	3.09113828557496E-5	-0.0334174557033354	9.37638466324258E-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55	0	0			
