angles °	25 mT delta fr	25 mT delta fr err	25 mT delta ns	25 mT delta ns err	50 mT delta fr	50 mT delta fr err	50 mT delta ns	50 mT delta ns err	75 mT delta fr	75 mT delta fr err	75 mT delta ns	75 mT delta ns err	100 mT delta fr	100 mT delta fr err	100 mT delta ns	100 mT delta ns err	angles 50 mT
240	1.86746761314407E-4	1.82500762778225E-5	5.86377294925867E-4	5.73150746068401E-5	6.90891807652454E-4	6.45982029724131E-5	0.00216782476649	2.02800951133316E-4	0.00115805104480005	5.23874951880134E-5	0.00363123122314094	1.64504779278723E-4	0.0109269602104519	0.00111538339802632	0.0344040843430321	0.00353098437636989	240
255	1.81392499824976E-5	1.77344132972128E-5	5.69407732251973E-5	5.56709124736805E-5	2.84185886725012E-4	6.69150848703137E-5	8.91102792625172E-4	2.0987145717155E-4	3.02289561783118E-4	6.52808051343405E-5	9.46548945068704E-4	2.04496851465137E-4	0.00956276629425054	0.00111339930462875	0.0300425868092436	0.00351454439145973	255
270	-5.40342092622679E-5	1.79856053346723E-5	-1.69598287347072E-4	5.64488357767473E-5	-1.98324558971851E-4	7.27023205637367E-5	-6.21382948748798E-4	2.27744573274061E-4	-5.64864166729002E-4	4.25067536980749E-5	-0.00176624238596615	1.32833843666004E-4	-6.05363619335219E-5	0.00155527527967671	-1.8726994756089E-4	0.0048109582622105	270
285	-1.86221431165801E-4	1.79170482546912E-5	-5.84370447765456E-4	5.62143394456854E-5	-6.9276521174729E-4	9.31132952119775E-5	-0.00216879349138389	2.91256084925209E-4	-0.00527326181248856	0.00114076842904097	-0.0163631118355538	0.00350964760695911	3.20461758987063E-4	0.00153848484731507	9.91954490615657E-4	0.00476378733557605	285
300	-2.6105174317625E-4	1.82650955952521E-5	-8.19090584481811E-4	5.72947904286902E-5	-0.00104384413499837	1.13528745331436E-4	-0.00326602050548837	3.547095713768E-4	-0.00698328555486256	0.00113055361522123	-0.0216095518788659	0.00345902987365581	5.56918120315862E-4	0.00153411379883956	0.00172452957749722	0.00475319498248179	300
315	-2.86635798019932E-4	1.72468864059642E-5	-8.99326851452553E-4	5.40984120216296E-5	-0.00107907827799474	1.03132822482131E-4	-0.00337606835311806	3.22214733868872E-4	-0.00657346997837708	0.00114769095718933	-0.0203548604780866	0.00351611829426297	7.69682758137742E-4	0.00153871047231346	0.00238417677949891	0.00477011091714307	305
330	-2.0933490704161E-4	1.64077812894407E-5	-6.56876599626433E-4	5.14773512852894E-5	-0.00101468591181901	7.2665713133356E-5	-0.00317494018710846	2.27147737626563E-4	-0.0048484280672475	0.00120232929484567	-0.0150551890389043	0.003704136515394	4.423859789229E-4	0.00154133108896549	0.00136962389622571	0.00477413325313089	307.5
345	-1.65091145670812E-4	1.76051690288207E-5	-5.18080687807589E-4	5.52390829113132E-5	-0.00105293864343803	9.68504119977993E-5	-0.00329442686629438	3.02624157769825E-4	-0.00392949401797833	0.00116531222451391	-0.0122199250325531	0.00360080694449972	6.02617013437362E-4	0.00154470476717816	0.00186617489610996	0.00478660538001989	310
360	-3.48868614097761E-5	1.85990810902091E-5	-1.09503547863956E-4	5.8377090075491E-5	-0.00109007085952638	1.1147282075297E-4	-0.00341039921992777	3.48241756277154E-4	7.51988558993244E-6	4.97007643712897E-5	2.35354487346163E-5	1.55552943697552E-4	0.00147196284802501	0.00158471258066228	0.00456468012922885	0.00492202589229953	312.5
													-0.00111993015240628	1.02586965573447E-4	-0.00350364638484388	3.20472201549702E-4																									315
													-0.00105081753287602	6.41380699739089E-5	-0.00328780173129684	2.00512049357469E-4																									317.5
													-0.0011013597810414	1.01477416209746E-4	-0.00344565430231068	3.17025892666325E-4																									320
													-0.00102865333926453	1.06866758166835E-4	-0.0032185707359728	3.33922108501191E-4																									330
													-7.97544995649191E-5	8.08323094570121E-5	-2.49932172434639E-4	2.53287713251156E-4																									360
